question,document
I keep getting startup errors when running FastAPI for my Python pickle model — what’s the right uvicorn command and app syntax?,69e5f9cbf8
What should the uvicorn command look like when my FastAPI script is named something like `your_script_fastapi_app.py` and I want to serve it locally?,69e5f9cbf8
"Why does `uvicorn` fail to launch my FastAPI server, even though the app object is defined in my script?",69e5f9cbf8
"How can I check whether my FastAPI deployment is working on `localhost:9696`, and what should I do if the port is already taken?",69e5f9cbf8
"Why do I get a warning about unpickling an estimator made with a different scikit-learn version, and is it actually safe to use the model?",2d5c32331e
My model loads with a version mismatch warning in sklearn — should I just ignore it or can it break later?,2d5c32331e
How do I fix the 'Trying to unpickle estimator from version X.Y.Z when using version A.B.C' warning in deployment?,2d5c32331e
What version of scikit-learn should I install in my app if the saved model was pickled with another one?,2d5c32331e
"If I don’t know which sklearn version was used to pickle the model, what’s the best way to make it work in production?",2d5c32331e
"Why does pipenv keep failing with ""Failed to lock Pipfile.lock"" or saying my Python version wasn’t found?",91b5235316
What should I do if the Pipfile is set to a Python version I don’t have installed on my machine?,91b5235316
"Do I need to install the exact Python version from the Pipfile, or can I change the `[requires]` section to match what I already have?",91b5235316
"If `pipenv install` is hanging forever or taking too long to resolve, what’s the quickest way to reset everything and try again?",91b5235316
"Is there a better place to run this setup, like Codespaces, if pipenv is too slow or keeps breaking locally?",91b5235316
Why am I getting `ModuleNotFoundError: No module named 'numpy._core'` when I start my app with gunicorn or waitress?,fe5fb33959
Could this error be caused by a mismatch between the NumPy version used to train the model and the one in my deployment environment?,fe5fb33959
What should I do if the model was saved with NumPy 2.x but my server only has an older NumPy version installed?,fe5fb33959
Is it better to upgrade NumPy or downgrade to something like `numpy==1.24.3` and pickle the model again?,fe5fb33959
"When deploying with Docker and `pipenv install --system --deploy`, do I need to make sure the lockfile pins the same NumPy and sklearn versions as the training environment?",fe5fb33959
"Why do I get ""gunicorn: executable file not found in $PATH"" when I run my Docker container?",bbabf5b235
How can I fix the missing gunicorn error inside the image?,bbabf5b235
Do I need to add gunicorn to Pipfile before rebuilding the container?,bbabf5b235
Why is gunicorn not installed even though the app works locally?,bbabf5b235
"If I'm on Windows, do I need to do anything different for waitress or gunicorn?",bbabf5b235
How do I fix the Docker platform mismatch on an M1/M2/M3 Mac when it says the image is linux/amd64 but my machine is arm64?,15daf894c7
"Why does my container on Apple Silicon start with an 'executable not found' error, even though the image builds fine?",15daf894c7
Do I need to specify linux/amd64 for both docker build and docker run on a Mac with Apple Silicon?,15daf894c7
Can I make a Dockerfile always use amd64 instead of adding --platform every time I build or run it?,15daf894c7
"If Docker still won’t run properly on my Apple Silicon laptop, what’s the easiest workaround?",15daf894c7
Why is the Docker image size I see locally different from the homework choices for this module?,7fd7378773
My `docker images` size doesn't match any answer option — is that expected?,7fd7378773
Does Docker Hub show the same image size as `docker images` on my machine?,7fd7378773
"In the homework, if two image size options look equally close, which one should I choose?",7fd7378773
Why can Docker image sizes vary between different computers or Docker versions?,7fd7378773
Why does my `eb create` keep failing with “Creating Auto Scaling launch configuration failed” and telling me to use launch templates now?,f6dbc97ce3
What should I do in Elastic Beanstalk if launch configurations are no longer supported and my environment won’t get created?,f6dbc97ce3
Is there a quick fix for EB create errors caused by AWS deprecating launch configurations in October 2024?,f6dbc97ce3
Do I need to change my `eb create` command to make Elastic Beanstalk use launch templates instead of launch configurations?,f6dbc97ce3
"In the `eb create` wizard, what option do I need to say yes to so it creates the environment successfully?",f6dbc97ce3
"Why am I getting ""NotSupportedError"" when I try to use `eb local` with the default Docker platform?",55c1151596
How can I make `eb local` work again in Elastic Beanstalk without switching away from Docker?,55c1151596
Do I need to re-run `eb init` or edit the Elastic Beanstalk config to use `eb local` locally?,55c1151596
Which `awsebcli` version should I install if the latest one breaks `eb local`?,55c1151596
Is there a good replacement for `eb local` if I just want to test my app in Docker on my machine?,55c1151596
Why does Elastic Beanstalk ignore my AWS profile after `eb init`?,675f59049a
How do I make `eb init` use the right AWS region?,675f59049a
Is there a way to force `eb init` to use a specific profile and region?,675f59049a
"`eb init` keeps picking the wrong region, what should I pass in the command?",675f59049a
What is the correct `eb init` syntax if I want to set both profile and region explicitly?,675f59049a
"Can I build the project with FastAPI instead of Flask, or do I have to stick to Flask?",2aa1a84ee3
"The course uses Flask for deployment, but would it be okay if I use FastAPI for my project instead?",2aa1a84ee3
"If I choose FastAPI for the final project, is that accepted, and should I mention it somewhere for reviewers?",2aa1a84ee3
"Is FastAPI a valid alternative to Flask in Module 5, or is Flask required for grading?",2aa1a84ee3
"For the deployment project, can I go with FastAPI as long as I explain the choice in the README?",2aa1a84ee3
"Why do I get `ConnectionRefusedError` when `predict-test.py` tries to call my Flask app, and what should I check first?",07c4486da9
"My Flask server seems fine, but the test script still can’t connect on port 9696 — could this be a host or port mismatch?",07c4486da9
Should I use `localhost` or `127.0.0.1` for the Flask URL in `predict-test.py` if I keep getting connection refused?,07c4486da9
How can I tell if my Flask process is actually running and reachable before debugging the Python test script?,07c4486da9
"On Windows, what can I do if Flask on `:9696` gives connection refused or looks blocked?",07c4486da9
Should I use the Pipenv + Flask lectures or the uv + FastAPI workshop for Module 5 in the current cohort?,29ada2d598
Which deployment path is the one the homework is based on: the old Flask/Pipenv version or the new uv/FastAPI workshop?,29ada2d598
"Why are there two different setups in Module 5, and which one should I actually follow now?",29ada2d598
"Is the Flask + Pipenv material still useful, or is the uv + FastAPI workshop the official version for deployment?",29ada2d598
"For Module 5 deployment, do I need to study both versions, or can I just stick with the workshop in 05-deployment/workshop/?",29ada2d598
"Why does pyproject.toml still show dependencies = [] after I run uv add, even though uv.lock has the package?",65cbd9be62
